0.00;22.5
0.50;22.5
1.00;22.5
1.50;22.5
2.00;22.5
2.50;22.5
3.00;22.5
3.50;22.5
4.00;22.5
4.50;22.5
5.00;22.5
5.50;22.5
6.00;22.5
6.50;22.5
7.00;22.5
7.50;22.5
8.00;22.5
8.50;22.5
9.00;22.5
9.50;22.5
10.00;22.5
10.50;22.5
11.00;22.5
11.50;22.5
12.00;22.5
12.50;22.5
13.00;22.5
13.50;22.75
14.00;22.75
14.50;23.00
15.00;23.00
15.50;23.00
16.00;23.25
16.50;23.25
17.00;23.25
17.50;23.25
18.00;23.5
18.50;23.5
19.00;23.5
19.50;23.5
20.00;23.5
20.50;23.75
21.00;23.75
21.50;23.75
22.00;23.75
22.50;24.00
23.00;24.00
23.50;24.00
24.00;24.00
24.50;24.25
25.00;24.25
25.50;24.25
26.00;24.25
26.50;24.25
27.00;24.25
27.50;24.25
28.00;24.25
28.50;24.25
29.00;24.5
29.50;24.5
30.00;24.5
30.50;24.5
31.00;24.5
31.50;24.5
32.00;24.75
32.50;24.75
33.00;24.75
33.50;24.75
34.00;24.75
34.50;24.75
35.00;25.00
35.50;25.00
36.00;25.00
36.50;25.00
37.00;25.00
37.50;25.00
38.00;25.00
38.50;25.25
39.00;25.25
39.50;25.25
40.00;25.25
40.50;25.25
41.00;25.25
41.50;25.5
42.00;25.5
42.50;25.5
43.00;25.5
43.50;25.5
44.00;25.5
44.50;25.5
45.00;25.75
45.50;25.75
46.00;25.75
46.50;25.75
47.00;25.75
47.50;26.00
48.00;26.00
48.50;26.00
49.00;26.00
49.50;26.25
50.00;26.25
50.50;26.25
51.00;26.25
51.50;26.25
52.00;26.5
52.50;26.5
53.00;26.5
53.50;26.5
54.00;26.75
54.50;26.75
55.00;26.75
55.50;26.75
56.00;26.75
56.50;26.75
57.00;27.00
57.50;27.00
58.00;27.00
58.50;27.00
59.00;27.00
59.50;27.25
60.00;27.25
60.50;27.25
61.00;27.5
61.50;27.5
62.00;27.75
62.50;27.75
63.00;28.00
63.50;28.00
64.00;28.25
64.50;28.25
65.00;28.5
65.50;28.5
66.00;28.5
66.50;28.5
67.00;28.5
67.50;28.5
68.00;28.5
68.50;28.5
69.00;28.75
69.50;28.75
70.00;28.75
70.50;28.75
71.00;28.75
71.50;28.75
72.00;28.75
72.50;28.75
73.00;28.75
73.50;28.75
74.00;28.75
74.50;28.75
75.00;28.75
75.50;28.75
76.00;28.75
76.50;28.75
77.00;28.75
77.50;28.75
78.00;28.75
78.50;28.75
79.00;28.75
79.50;29.00
80.00;29.00
80.50;29.00
81.00;29.00
81.50;29.00
82.00;29.25
82.50;29.25
83.00;29.25
83.50;29.25
84.00;29.25
84.50;29.25
85.00;29.25
85.50;29.25
86.00;29.25
86.50;29.5
87.00;29.5
87.50;29.5
88.00;29.5
88.50;29.75
89.00;29.75
89.50;30.00
90.00;30.00
90.50;30.00
91.00;30.25
91.50;30.25
92.00;30.25
92.50;30.5
93.00;30.5
93.50;30.5
94.00;30.5
94.50;30.5
95.00;30.75
95.50;30.75
96.00;30.75
96.50;30.75
97.00;30.75
97.50;30.75
98.00;30.75
98.50;30.75
99.00;30.75
99.50;30.75
100.00;30.75
100.50;30.75
101.00;30.75
101.50;30.75
102.00;30.75
102.50;31.00
103.00;31.00
103.50;31.00
104.00;31.00
104.50;31.00
105.00;31.00
105.50;31.25
106.00;31.25
106.50;31.25
107.00;31.25
107.50;31.25
108.00;31.5
108.50;31.5
109.00;31.5
109.50;31.75
110.00;31.75
110.50;31.75
111.00;31.75
111.50;31.75
112.00;31.75
112.50;31.75
113.00;31.75
113.50;31.75
114.00;31.75
114.50;31.75
115.00;31.75
115.50;31.75
116.00;31.75
116.50;31.75
117.00;32.00
117.50;32.00
118.00;32.25
118.50;32.25
119.00;32.5
119.50;32.5
120.00;32.5
120.50;32.5
121.00;32.5
121.50;32.5
122.00;32.5
122.50;32.5
123.00;32.5
123.50;32.5
124.00;32.25
124.50;32.25
125.00;32.25
125.50;32.5
126.00;32.5
126.50;32.5
127.00;32.5
127.50;32.75
128.00;32.75
128.50;33.00
129.00;33.00
129.50;33.00
130.00;33.25
130.50;33.25
131.00;33.25
131.50;33.25
132.00;33.25
132.50;33.25
133.00;33.25
133.50;33.25
134.00;33.25
134.50;33.25
135.00;33.25
135.50;33.25
136.00;33.25
136.50;33.25
137.00;33.25
137.50;33.25
138.00;33.25
138.50;33.25
139.00;33.25
139.50;33.25
140.00;33.5
140.50;33.5
141.00;33.5
141.50;33.5
142.00;33.5
142.50;33.5
143.00;33.5
143.50;33.5
144.00;33.75
144.50;33.75
145.00;33.75
145.50;34.00
146.00;34.00
146.50;34.00
147.00;34.00
147.50;34.25
148.00;34.25
148.50;34.25
149.00;34.25
149.50;34.25
150.00;34.25
150.50;34.25
151.00;34.25
151.50;34.5
152.00;34.5
152.50;34.5
153.00;34.5
153.50;34.5
154.00;34.5
154.50;34.5
155.00;34.75
155.50;34.75
156.00;34.75
156.50;35.00
157.00;35.00
157.50;35.00
158.00;35.00
158.50;35.00
